product_category_name,customer_state,total_orders,avg_cost_to_serve,avg_cost_pct,problem_rate
construcao_ferramentas_construcao,PE,12,57.02916666666667,0.41336977170539907,0.0
cama_mesa_banho,AM,8,32.67375,0.41308294080632846,0.0
alimentos_bebidas,ES,7,18.368571428571432,0.41244947496697304,0.0
alimentos,CE,5,20.962,0.4121596950815084,0.0
market_place,PA,5,26.288,0.4118488911922496,0.0
moveis_decoracao,BA,252,28.856984126984127,0.4117524320847651,0.15873015873015872
audio,RS,16,16.725625,0.4105297630483333,0.0
moveis_escritorio,CE,28,62.47571428571428,0.41046000101467245,0.14285714285714285
moveis_decoracao,ES,144,23.55236111111111,0.4099683295495376,0.1111111111111111
musica,RJ,8,16.965,0.4099323953122261,0.0
ferramentas_jardim,ES,104,26.92519230769231,0.4095400391852041,0.11538461538461539
moveis_cozinha_area_de_servico_jantar_e_jardim,RJ,47,55.22531914893617,0.40951536084311385,0.0851063829787234
malas_acessorios,RO,6,69.51833333333333,0.4092456099462771,0.0
beleza_saude,AL,63,33.17142857142857,0.4087313865105187,0.30158730158730157
industria_comercio_e_negocios,PR,12,31.155833333333334,0.40768715889240714,0.08333333333333333
moveis_decoracao,PE,97,29.069896907216496,0.40612740821817406,0.07216494845360824
consoles_games,ES,23,18.30391304347826,0.40570093589594003,0.13043478260869565
telefonia_fixa,GO,6,17.441666666666666,0.4051035714532596,0.0
moveis_decoracao,SE,25,45.0116,0.4047401164650942,0.28
ferramentas_jardim,AL,14,35.735,0.4047359448195499,0.21428571428571427
papelaria,PB,18,41.503888888888895,0.4033443667208989,0.16666666666666666
construcao_ferramentas_iluminacao,ES,9,27.85111111111111,0.40289903682075895,0.0
pet_shop,ES,26,25.37923076923077,0.40268769850522607,0.038461538461538464
moveis_escritorio,PI,9,63.61222222222222,0.40230668773992456,0.5555555555555556
construcao_ferramentas_ferramentas,BA,5,26.35,0.402027076923077,0.0
livros_tecnicos,BA,10,18.903,0.4015974712690065,0.0
market_place,RS,21,16.777142857142856,0.40037857202587984,0.0
informatica_acessorios,AL,41,31.892682926829266,0.40021589687100856,0.1951219512195122
ferramentas_jardim,BA,178,31.442865168539324,0.400005189502022,0.10674157303370786
perfumaria,RO,6,27.116666666666664,0.39956184919643034,0.16666666666666666
moveis_decoracao,SC,354,22.728983050847457,0.3985643494871321,0.11581920903954802
brinquedos,SE,11,32.876363636363635,0.39697855753904177,0.0
perfumaria,PB,18,30.96277777777778,0.39632500894949446,0.0
pet_shop,PA,11,45.85,0.39589227970714647,0.0
papelaria,RN,13,38.603846153846156,0.39555856012739,0.07692307692307693
esporte_lazer,PI,34,37.36911764705882,0.39535198752857514,0.11764705882352941
livros_importados,MG,7,15.48,0.39488376530248415,0.14285714285714285
livros_tecnicos,MG,29,18.44,0.39481842512468523,0.034482758620689655
ferramentas_jardim,DF,58,23.83603448275862,0.39451472062120724,0.034482758620689655
artes_e_artesanato,SP,16,11.532499999999999,0.39410599838591626,0.0
instrumentos_musicais,PI,6,37.595,0.393588265881938,0.16666666666666666
